,id,listing_url,name,description,picture_url,host_id,host_url,host_name,host_response_rate,neighbourhood,neighbourhood_group,latitude,longitude,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,availability_365,instant_bookable,bathrooms
8660,20189998,https://www.airbnb.com/rooms/20189998,"Beautiful and Cozy Remise 6 Guests, top location","One minute away from the wonderful Bürgerpark our beautiful apartment in a quiet backyard in Berlin/Pankow will be a cozy and comfortable place for you to rest and sleep during your stay in Berlin. You have the entire apartment for yourself during your stay. <br /><br />There is also the beautiful Café Meana which welcomes you every day from 2-10 pm.<br /><br />S-Bahn Wollankstr. is 5 minutes to walk, from there you can reach Friedrichstr. in only 10 Minutes and Potsdamer Platz or Alexanderplatz in only 15 Minutes.<br /><br /><b>The space</b><br />Its a 2,5-room-apartment with 70 qm over 2 level, completely equipped with everything you need for both a short trip or a longer lasting vacation. There are two double beds of 1.6 x 2 m and a sleeping couch of 1.8 x 2 m for up to 6 person. A balcony and terrace are part of the apartment as well.<br /><br />Supermarkets and several restaurants are close by,  2-5 minutes to walk.<br /><br /><b>Guest access</b><br />You have the entire apartment",https://a0.muscache.com/pictures/ddbf3e85-7f9e-4beb-b25d-71e4834414f3.jpg,143758834,https://www.airbnb.com/users/show/143758834,Ena,100.0,Schönholz/Wilhelmsruh/Rosenthal,Pankow,52.56924,13.39589,Entire home/apt,6,Entire home/apt,2.0,2.0,103.0,1,97.0,165,t,1.5
8663,20198290,https://www.airbnb.com/rooms/20198290,Lovely room in the very heart of Neukoelln,"Das Apartment befindet sich im Herzen Neuköllns - zwischen dem Tempelhofer Feld und dem beliebten Weserkiez und dem Kreuzköllner Kanal. <br /><br />Die Wohnung hat zwei Zimmer und eines davon wäre für dich. Das Zimmer selber ist mit einem Doppelbett, Schreibtisch, Kleiderstange, einem Spiegel sowie einem Regal ausgestattet. <br /><br />The room is 15 sqm big and is equipped with a double bed, a desk, clothes rack a big mirror and a shelf. You could use the kitchen and the bathroom just like a regular tenant.<br /><br /><b>Other things to note</b><br />The room is certified with the Bezirksamt (district authority) allowing us to legally rent out 49% of our flat on Airbnb. The Registrationnumber is 08/Z/AZ/008056-19<br /><br /><b>License number</b><br />08/Z/AZ/008056-19",https://a0.muscache.com/pictures/f2ff8b92-e542-4aad-94cc-65a5f4589960.jpg,10359560,https://www.airbnb.com/users/show/10359560,Johanna,0.0,Neuköllner Mitte/Zentrum,Neukölln,52.48205,13.43055,Private room,4,Private room,1.0,1.0,65.0,4,0.0,180,f,0.0
8672,20205689,https://www.airbnb.com/rooms/20205689,Mitte: Great studio close to the TV tower,"Modern and quiet 1-room apartment in an ideal location in Berlin Mitte with beautiful sweeping views towards Alexanderplatz. The neighborhood is great for food, shopping and every kind of culture and entertainment.<br /><br /><b>The space</b><br />An urban furnished one-room apartment in the heart of Berlin.<br /><br />The flat has a new modern kitchen, which contains all the essentials for cooking, a toaster and a coffee machine. The fridge is spacious enough so you don't have to go shopping every day. The cooking area is adjoined by a dining table with three chairs. Behind a closet, which offers plenty of space for your clothes, is a 1.60 m wide bed. With a view of the TV tower you can relax on the big couch. If required, a third person can stay here. Use the HDMI cable to connect a laptop to the TV but you can not watch regular TV.<br />The apartment has a small but freshly renovated bathroom.",https://a0.muscache.com/pictures/09a54042-c6f7-4f2b-8a20-dd7161a02446.jpg,143885714,https://www.airbnb.com/users/show/143885714,Max,100.0,Prenzlauer Berg Südwest,Pankow,52.53021999999999,13.413229999999999,Entire home/apt,3,Entire home/apt,1.0,1.0,51.0,2,96.0,293,t,1.0
8676,20211521,https://www.airbnb.com/rooms/20211521,*whole* Cosy studio-apartment near Kudamm,"When booked you get of course the whole studio for yourself, it's not a shared apartment. The flat is 2 mins away from the Ubahn station Güntzelstrasse (U9). All the amenities you need (Supermarkets, pharmacy, restaurant, bakeries,...) are located in prager platz which is 1 minute away by foot.",https://a0.muscache.com/pictures/85b0e3cf-d3a6-4d07-a709-7b440e3c161f.jpg,44648297,https://www.airbnb.com/users/show/44648297,Ahmed,100.0,Volkspark Wilmersdorf,Charlottenburg-Wilm.,52.49227,13.3338,Private room,3,Private room,1.0,2.0,60.0,2,90.0,120,f,0.0
8684,20223263,https://www.airbnb.com/rooms/20223263,"Berlin a.d. Messe, Busbahnhof, CityCube,Funkturm","Die Wohnung liegt im Erdgeschoss (4 Stufen hoch)in einem denkmalgeschützem Haus und  im Grünen Charlottenburgs/Wilmersdorf<br />Das Messegelände,der Funkturm und das Internationale Kongresszentrum  sind zu Fuß zu erreichen.<br />Es steht in einer Anliegerstraße der Eisenbahn und verfügt dadurch immer über Parkplätze.<br /><br />Der Halensee ist in 5 Minuten,die S-Bahnhöfe Westkreuz o.Messe Süd und Halensee sind<br />in ca. 10 Minuten erreichbar.<br />Es gibt einen seberaten Eingang vom Garten aus.<br /><br /><b>The space</b><br />Moderne Einbauküche mit Geschirrspüler, Kaffeemaschine,Toaster,Wassekocher, Mikrowelle ecc.<br />Die Toilette ist getrennt vom Bad (extra)und im Bad ist eine Waschmaschine<br />Wohn und Schlafzimmer (Bett 1,40x2,00 Meter) haben Rollos.<br />Der separate  Eingang liegt an einem kleinen Garten.<br /><br /><b>Guest access</b><br />Es steht die gesamte Wohnung zur alleinigen Nutzung zur Verfügung.<br />Nur ein Schrank in der Küche ist privat und verschlossen.<br /",https://a0.muscache.com/pictures/1a3deab3-3658-4b76-bcae-2567fb5fb183.jpg,9235826,https://www.airbnb.com/users/show/9235826,Monika,100.0,Grunewald,Charlottenburg-Wilm.,52.49666,13.2799,Entire home/apt,3,Entire home/apt,1.0,4.0,63.0,3,94.0,363,f,1.0
8700,20241730,https://www.airbnb.com/rooms/20241730,Wall Fall Flavour Apartment in Kreuzkoelln,"Quite & well designed apartment, freshly renovated, (70 sqm) with 2 rooms, kitchen & bad; located at the first floor in a building from the beginning of the century directly behind Hermannplatz. Inside the flat you will find several artistic works.<br /><br /><b>License number</b><br />08/Z/ZA/004047-16",https://a0.muscache.com/pictures/7bfc9c5a-d9a4-405c-9bdf-2c990f47d49b.jpg,302404,https://www.airbnb.com/users/show/302404,Mario,54.0,Reuterstraße,Neukölln,52.486430000000006,13.427029999999998,Entire home/apt,6,Entire home/apt,2.0,3.0,90.0,3,90.0,302,f,1.0
8711,20263636,https://www.airbnb.com/rooms/20263636,Schöne Wohnung / Beautiful Apartment,"Bright, modern furnished, three-room apartment in Berlin-Friedrichshain.<br /><br />Centrally located near to Alexanderplatz station, with a wonderful view of the television tower.<br /><br />Quiet residential area in top location, center of Berlin, in a safe environment.<br /><br />8 minutes walk to the nearest tram station. Then another 8 minutes by tram to Alexanderplatz.<br /><br />A supermarket is a 5 minute walk.<br /><br />The Volkspark Friedrichshain is a 5-minute walk away.<br /><br /><b>The space</b><br />There are two separated bedrooms with a door for privat. each room has a doublebed. <br /><br />In the living room is a very large sleepingsofa with two regular bed.<br /><br />Bright, modern furnished, three-room apartment in Berlin-Friedrichshain.<br /><br />Centrally located near to Alexanderplatz station, with a wonderful view of the television tower.<br /><br />Quiet residential area in top location, center of Berlin, in a safe environment.<br /><br />8 minutes walk to ",https://a0.muscache.com/pictures/9e62dc25-7366-4217-8d0d-7815895a7449.jpg,9228021,https://www.airbnb.com/users/show/9228021,Christian,100.0,Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,52.52574,13.429070000000001,Entire home/apt,6,Entire home/apt,3.0,3.0,83.0,2,94.0,259,f,1.0
8717,20274962,https://www.airbnb.com/rooms/20274962,Einmaliges Apartment im Corbusierhaus,"Einzigartiges Wohnen in einem Denkmal. Das Corbusierhaus zählt in Berlin zu einen der architektonischen Highlights: Die ""Unité d'Habitation"" steht seit 1996 unter Denkmalschutz. Die Wohneinheit ""Typ Berlin"" gehört zu dem von Le Corbusier entwickelten Hochhaustyp der ""Unité d'Habitation"". Es wurde für die Internationale Bauausstellung von 1957 (Interbau) entworfen und sollte ursprünglich im Hansaviertel realisiert werden.<br /><br /><b>The space</b><br />Du wohnst in einem Baudenkmal. Hier atmest Du den Geist von Le Corbusier. Du bist in wenigen Minuten in der pulsierenden Metropole oder im Grünen.<br /><br /><b>Guest access</b><br />Wir haben einen kleinen Laden für den täglich Bedarf (Kaffee, Frühstück, Zeitungen, Getränke und so weiter) und eine Waschküche im Corbusierhaus.<br /><br /><b>Other things to note</b><br />Endlich kann es wieder los gehen. Unter Einhaltung aller Hygienregeln erwarten wir ab dem 1. Oktober 2020 wieder unsere Gäste aus der ganzen Welt. Wir freuen uns auf euc",https://a0.muscache.com/pictures/93808b0c-4bee-421e-9a62-5af5ccfceab9.jpg,144566924,https://www.airbnb.com/users/show/144566924,Kerstin A.,100.0,Heerstrasse,Charlottenburg-Wilm.,52.51041,13.23275,Entire home/apt,3,Entire home/apt,1.0,1.0,100.0,3,97.0,358,t,2.0
8719,20276205,https://www.airbnb.com/rooms/20276205,City Apartment Charlottenburg 4.2,"Dieses komfortable Cityapartment befindet sich im Herzen Berlins in Charlottenburg nähe Kudamm und Funkturm. Öffentliche Verkehrsmittel starten direkt vor der Haustür und der zentrale Busbahnhof Berlins ist fußläufig zu erreichen. Das Apartment eignet sich ideal für Urlauber und Geschäftsleute. Die Wohnung ist gemütlich ausgestattet. Smart-TV und Highspeed-WLAN sorgen für Unterhaltung. Es handelt sich um eine Wohnung die auch in Verbindung mit zwei benachbarten Apartments gebucht werden kann.<br /><br /><b>The space</b><br />Das modern und schick eingerichtete 2-Zimmerapartment befindet sich im Erdgeschoss eines Altbaus und es gibt ein Schlafzimmer mit einem Doppelbett für zwei Personen. Im Wohnzimmer gibt es eine komfortable Schlafcouch mit guter Matratze, ebenfalls für zwei Personen. Tagsüber lässt diese sich ganz schnell und einfach in ein Sofa verwandeln<br /><br /><b>Guest access</b><br />Das Apartment hat einen seperaten Eingang und wird ausschließlich für Feriengäste genutzt.<br",https://a0.muscache.com/pictures/cf53db61-ab71-4719-985a-3d0583db9ff5.jpg,42048631,https://www.airbnb.com/users/show/42048631,Archibald,80.0,Westend,Charlottenburg-Wilm.,52.5101,13.27845,Entire home/apt,4,Entire home/apt,1.0,2.0,101.0,2,97.0,281,f,1.0
8725,20282379,https://www.airbnb.com/rooms/20282379,*NEW* fully renovated 1-bedroom Loft Space 5 floor,"Very nice, bright loft space in the vibrant area of Kreuzberg. The apartment is based in the 5th floor and from the window you can see the famous TV Tower of Berlin. The apartment is well decorated, has a full kitchen and everything you need, to feel comfortable for your stay in Berlin.<br /><br /><b>The space</b><br />Great view over Berlin, very bright and well decorated. You have everything you need for a pleasant stay in Berlin. Discover Kreuzberg and Neukölln and find a lot of nice Bars and Restaurants by foot.<br /><br /><b>Guest access</b><br />You will have one bedroom, one living room with a kitchen and a sleeping couch and one bathroom with a big shower. You will have the whole apartment for your own.<br /><br /><b>Other things to note</b><br />Please note that you have no elevator but therefore a stunning view over Berlin. Access will be easy at any time after 3 pm and sometimes even earlier.<br /><br /><b>License number</b><br />Gewerbeeinheit - nicht notwendig",https://a0.muscache.com/pictures/2457ce4c-a42a-4de0-9bc5-b47d2bc3c29b.jpg,16913288,https://www.airbnb.com/users/show/16913288,Philipp,100.0,südliche Luisenstadt,Friedrichshain-Kreuzberg,52.497769999999996,13.423960000000001,Entire home/apt,4,Entire home/apt,1.0,3.0,90.0,1,97.0,359,f,1.0
8742,20303688,https://www.airbnb.com/rooms/20303688,Apartment with Balcony (10 mins to Alexanderplatz),1.5 room apartment..Ideal for a couple or a single person..studio is based close to Gesundbrunnen...1 king size bed and 1 couch for sleeping purposes,https://a0.muscache.com/pictures/c710788b-c961-4a9d-b278-e9f00f64af43.jpg,6070390,https://www.airbnb.com/users/show/6070390,Giga,100.0,Brunnenstr. Nord,Mitte,52.55145,13.38185,Entire home/apt,3,Entire home/apt,1.0,2.0,36.0,20,100.0,68,t,1.0
8767,20359070,https://www.airbnb.com/rooms/20359070,Spacious 19th cent apartment facing beautiful park,"Spacious and carefully refurbished 19th century apartment facing one of Berlin's most beautiful parks. 2 quiet bedrooms, study room with daybed, well equipped kitchen with dining table, living room with sofa and loggia facing park, big bathroom with bath tub and separate shower, washing machine, beamer to watch movies... (furniture you see on the pics has changed - new fotos will be available)",https://a0.muscache.com/pictures/0b1ce286-6035-4be0-a25c-6545cd9fabcc.jpg,1030258,https://www.airbnb.com/users/show/1030258,Jakob,50.0,Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,52.52803,13.43079,Entire home/apt,6,Entire home/apt,3.0,3.0,189.0,60,0.0,151,f,1.0
8800,20424118,https://www.airbnb.com/rooms/20424118,Unique 2Rms Apt MITTE City Center RosenthalerPlatz,"Meine gemütliche Wohnung liegt im pulsierenden Bezirk Mitte. U-bahn ca. 100 Meter entfernt.<br />Die Wohnung liegt im Basement Souterain Etage und ist sehr ruhig. Es hat 2 Zimmer , 2 Richtige Boxspringbetten , Masterbad mit Badewanne und LED Designer Spiegel.<br />Eine Ausgestattete Kitchenette mit Kühlschrank mit Tiefkühltruhe, Kaffee Maschine, Toaster, ceran Kochfeld, ist ebenfalls da für euch.Neu im 2018 eingerichtet<br /><br />This apartment is a commercial space with business registration payment of all taxes.<br /><br /><b>The space</b><br />Es gibt ein Zimmer mit einem Singlebett und ein Zimmer mit einem Doppelbett , beide Betten sind Boxspringbetten sehr bequem und neu. Eine kitchenette und masterbad mit Badewanne, Designspiegel<br /><br /><b>Guest access</b><br />Gesamte Wohnung gehört euch<br /><br /><b>Other things to note</b><br />Ich biete meinen Gästen exclusiv organisierte Touren mit einem Berliner Guide .<br />Es gibt derzeit 2 Touren, jede Tour dauer ca. 3 Stunden . De",https://a0.muscache.com/pictures/34ebe7b1-5608-4612-813a-3e790fa48b05.jpg,109353960,https://www.airbnb.com/users/show/109353960,Angelina,100.0,Brunnenstr. Süd,Mitte,52.530280000000005,13.39705,Entire home/apt,3,Entire home/apt,1.0,2.0,67.0,1,85.0,101,t,1.0
8801,20428184,https://www.airbnb.com/rooms/20428184,"Feel like living in Berlin: 2 Zi. Wohnung, zentral","...Stell Dir vor Du lebst in Berlin...<br /><br />Die Wohnung ist voll ausgestattet und in einem typischen Berliner Gründerzeithaus gelegen. Alle Fenster gehen zum Hof hinaus. Der zweite Hof ist ein kleiner Garten, der genutzt werden kann. Die Straße ist belebt, es gibt viele Läden und öffentliche Verkehrsmittel sind gut erreichbar. Der Bezirk Wedding ist multikulturell.<br /><br />Unser Kater Sanaa könnte auf Wunsch in der Wohnung bleiben.<br /><br />Zusätzliche Gäste auf Anfrage (& gegen Aufpreis nach Absprache) möglich.<br /><br /><b>The space</b><br />...Ideen die in Bewegung sind, Veränderung, Flexibilität, Anspielungen, Leichtigkeit und spannende Perspektiven schaffen, die neugierig auf detailverliebte Entdeckungen machen: So möchte ich mein Einrichtungskonzept beschreiben...<br /><br />Die Wohnung hat 66 Quadratmeter (Flur, Küche, Bad, ehemaliges Durchgangszimmer und großes Berlinerzimmer). Das ehemalige Durchgangszimmer hat eine eine selbstgebaute Hochebene (etwas größer als di",https://a0.muscache.com/pictures/67df8019-675c-448d-bc7f-2e790c014c26.jpg,39533665,https://www.airbnb.com/users/show/39533665,Eve,0.0,Osloer Straße,Mitte,52.558980000000005,13.381129999999999,Private room,3,Private room,2.0,2.0,59.0,1,98.0,77,t,0.0
8806,20438703,https://www.airbnb.com/rooms/20438703,CENTRAL & SPACIOUS • MITTE • 70 sqm • 4 P,"Hello and welcome, <br />my name is Alcyone and Im living at time between Paris and Berlin and because of that I share my apartment some days when Im not using it for myself.  <br /><br />It is a great sunny brightly big and spacious apartment about 70 sqm, with a long very cool hall, bathroom with bathtub / shower, kitchen with all necessaries stuffs for your stay, living room, bedroom, high speed internet.<br /><br /><b>The space</b><br />>>>> HYGIENE <<<<<br /><br />After each check out and before each check in, the whole apartment is completely cleaned with special disinfection products and we use a steam equipment to clean everything once again: the bed, pillows, sofas, curtains, doors and windows handle, remote controls, fridge doors, chairs, table ... etc ... it is really a pleasure to offer you a safe and disinfected place. <br /><br />All bed linen and towels are washed by 95 degrees and with special detergent and disinfection product.<br /><br />Kitchen: <br />- Microwave <br",https://a0.muscache.com/pictures/cd9270ed-eb77-4d16-8811-fbba9bd06ae7.jpg,95886146,https://www.airbnb.com/users/show/95886146,Alcyone,96.0,Brunnenstr. Süd,Mitte,52.528690000000005,13.38769,Entire home/apt,4,Entire home/apt,1.0,1.0,56.0,1,90.0,337,t,1.0
8808,20441839,https://www.airbnb.com/rooms/20441839,Feel like home in Westend!,"Große, sehr helle Wohnung mit fantastischemWohngefühl über ca. 115qm! Jedes Schlafzimmer mit eigenem luxuriösem Bad und zusätzlich noch ein Gäste-WC. Die offene Wohnküche lädt zum kochen ein und ist an das gemütliche Wohnzimmer angebunden. Große, 3-Fach isolierte Fenster lassen viel Licht und Sonne in alle Zimmer, es ist angenehm ruhig.<br />Vom großen Balkon mit Bank blickt man auf einen kleinen Park. Trotz der Nähe zur Straße ist man geschützt hinter einer gepflegten Hecke.<br /><br /><b>The space</b><br />Die geölten Eichenböden sind definitiv das Highlight der Wohnung. Auch die wunderschöne Steinplatte auf der Kücheninsel ist ein Hingucker und genau wie alle Türen und Fenster eine Massanfertigung.  Der perfekte Schnitt der gesamten Wohnung lässt sie wohnlich und sehr großzügig erscheinen. Die Wohnung ist sehr hell und freundlich.<br /><br /><b>Guest access</b><br />Über eine eindrucksvolle Lobby, dem Eingangsbereich des Gebäudes, gelangt man zum immer sauberen und sehr hellen Trepp",https://a0.muscache.com/pictures/793efb6d-fed1-41aa-beaa-1477fe7cf635.jpg,20838630,https://www.airbnb.com/users/show/20838630,Jess,100.0,Heerstrasse,Charlottenburg-Wilm.,52.50805,13.259520000000002,Entire home/apt,4,Entire home/apt,2.0,1.0,89.0,190,0.0,363,f,2.5
8811,20445206,https://www.airbnb.com/rooms/20445206,Cozy apartment in Berlin City Center,"Mein Apartment liegt im Herzen Berlins, und bietet Komfort für Familienreisen und Gruppen die Berlin entdecken wollen. Es liegt nur 5 Minuten vom Hackeschne Markt entfernt. Man hat Zugang zur freiem WLAN, Kabel-TV und ist durch einen separaten Eingang zugänglich.",https://a0.muscache.com/pictures/4eae0965-e1c4-426c-a30d-511b57b15603.jpg,145924089,https://www.airbnb.com/users/show/145924089,Yaroslav,80.0,Alexanderplatz,Mitte,52.52519,13.39824,Entire home/apt,6,Entire home/apt,2.0,4.0,81.0,2,86.0,165,t,1.0
8817,20447906,https://www.airbnb.com/rooms/20447906,"Villa Babelsberg, Top-Lage in Babelsberg","Große, charmante Ferienwohnung in Potsdam an der Stadtgrenze zu Berlin. Gut 100 m² Wohnfläche. Großzügiger Wellnessbereich und Sonnenterrasse.<br /><br /><b>The space</b><br />Die Ferienwohnung (100 m²) ist herrlich ruhig und im Grünen gelegen und trotzdem ganz nah an der Großstadt. <br />Es ist eine Maisonette: Im Erdgeschoss befinden sich ein Wintergarten mit Austritt in den großzügigen Garten, das Schlafzimmer, das Bad und ein zusätzliches Gäste-WC. Im Obergeschoss befinden sich Esszimmer, die offene Küche, Wohnzimmer und eine große Sonnenterrasse. <br />Die gesamte Ausstattung ist hochwertig und individuell. Antiquitäten sind mit modernen Möbeln stilvoll gemischt. In den Räumen befinden sich Massivholzparkett, brasilianischer Schiefer und Fußbodenheizung.<br />Im Untergeschoss befindet sich ein großzügiger Wellnessbereich mit Ruheraum, Sauna, Dusche und Ergometer.<br /><br /><b>Guest access</b><br />Sie haben die gesamte Ferienwohnung zur alleinigen Nutzung zur Verfügung. Ebenfalls",https://a0.muscache.com/pictures/684ab053-0a7d-4822-a548-d9630163853f.jpg,145949000,https://www.airbnb.com/users/show/145949000,Petra Und Jan,100.0,Zehlendorf  Südwest,Steglitz - Zehlendorf,52.3988,13.11374,Entire home/apt,4,Entire home/apt,2.0,2.0,130.0,3,100.0,318,f,1.5
8822,20456359,https://www.airbnb.com/rooms/20456359,Beautiful Design Loft in central Berlin 150 qm,"Stunning designer apartment (Kitchen and bathroom are shared with me)<br /><br />Located in the heart of Berlin's Mitte/Centre district, close to Hackescher Markt and Alexanderplatz.<br />You will have one private bedroom (50 sqm) and a private living room (40 sqm)  with one sofabed. <br />The two generously cut bedroom is airy and light, overlooking the Fernsehturm. It is equipped with a high quality Boxpring bed. High ceilings.<br /><br />Your bedroom and living room are yours and lockable.",https://a0.muscache.com/pictures/c94c3a2a-0359-4678-ac25-58daa4c9f585.jpg,28543536,https://www.airbnb.com/users/show/28543536,Ulrike,100.0,Alexanderplatz,Mitte,52.52788,13.3854,Private room,3,Private room,2.0,2.0,85.0,1,91.0,290,t,0.0
8830,20477732,https://www.airbnb.com/rooms/20477732,Wunderschöne 5-Zimmer Altbauwohnung mit Balkon!,"Ein wahres Schmuckstück! Wunderschöne Altbauwohnung im Herzen Berlins zwischen Mitte und Prenzlauer Berg. 5 Zimmer, 160 qm, toll geschnitten, ruhig, hohe Decken, Stuck, lichtdurchflutet, Balkon, Badewanne,...etc. Die Lage ist der Hammer und die Wohnung sehr liebevoll und hochwertig eingerichtet.",https://a0.muscache.com/pictures/71b6dedf-168d-4da2-acae-c46a5befa46c.jpg,8157385,https://www.airbnb.com/users/show/8157385,Tanja,100.0,Prenzlauer Berg Südwest,Pankow,52.53524,13.409429999999999,Entire home/apt,5,Entire home/apt,2.0,4.0,245.0,2,100.0,295,f,2.5
8833,20485762,https://www.airbnb.com/rooms/20485762,schöne helle Altbauwohnung in Neukölln,"Die Wohnung befindet sich im Hinterhaus 2.OG. Daher sehr ruhig. Typische Altbauwohnung mit alten Dielen und hohen Decken. Kleine Küche mit großer Arbeitsfläche und allen Utensilien.Gefliestes Tageslicht Bad. Ein großes Wohnzimmer mit einer gemütlichen Sitzecke und einem Essbereich. Kleiner Balkon zum Innenhof. Gemütliches Schlafzimmer mit großes Bett(160x200cm). Für eine weitere Person kann ein ""Airbed"" (elektrisch aufblasbar) aufgeblasen werden. Es gibt schnelles Internet und gute Boxen.",https://a0.muscache.com/pictures/1b8b76db-d973-4dc7-89f4-fb6a57ff305b.jpg,2809656,https://www.airbnb.com/users/show/2809656,Nicolai,0.0,Neuköllner Mitte/Zentrum,Neukölln,52.47996,13.429079999999999,Entire home/apt,3,Entire home/apt,1.0,2.0,90.0,8,100.0,90,t,1.0
8839,20494881,https://www.airbnb.com/rooms/20494881,Top Stadtwohnung in guter Lage,"Moderne Wohnung, 125 m² mit großem Balkon in bevorzugter ruhiger und grüner Lage, mit guter Verkehrsanbindung, in 20 Minuten mit der Tram am Alexanderplatz<br /><br /><b>The space</b><br />Die Wohnung liegt in der 3. Etage eines 4-geschossigen Hauses. Sie ist mit dem Aufzug erreichbar. Alle Räume und der Balkonzugang sind schwellenlos.<br /><br /><b>Guest access</b><br />Der Zugang für unsere Gäste ist für alle Räume möglich.<br /><br /><b>Other things to note</b><br />Nach ihrem Aufenthalt die Wohnung bitte reinigen.",https://a0.muscache.com/pictures/8f38c55a-7572-4c4c-8590-0b9c5924f07e.jpg,146314165,https://www.airbnb.com/users/show/146314165,Wolfgang,0.0,Alt-Hohenschönhausen Süd,Lichtenberg,52.54617,13.4909,Entire home/apt,4,Entire home/apt,2.0,2.0,99.0,6,100.0,254,f,1.5
8853,20517971,https://www.airbnb.com/rooms/20517971,LEGAL&COZY rightMetroU5/15mins Alex / Self CheckIn,"Legal Apartment<br />Short distances: The Ring Center with over 100 shops is only a 5-minute drive away, supermarket, bakery, medical care, restaurants, snack bars and the Stasi Museum can be reached in a few minutes on foot.<br />From Magdalenstraße underground station (two minutes on foot from the apartment), Alexanderplatz is about 15 minutes away,<br /><br /><b>The space</b><br />The apartment is 55 m2 and divided over two levels<br />It is just a stone's throw from the Stasi Museum.<br />There is a fully functional kitchen with stove, oven, microwave, toaster, kettle, coffee maker, refrigerator<br />There is a sofa for relaxing watching TV.<br />and a double bed<br />the upper level a Mattraze for two persons<br />There is a bathroom is compact. It contains a sink and a shower and toilet<br /><br />All linens are provided along with towels.<br />There is an ironing board and iron.<br />A hairdryer is also available.<br />The Internet is connected so you can stay in touch with fami",https://a0.muscache.com/pictures/846ba832-b117-4290-884a-c0eab9bf5de7.jpg,4065526,https://www.airbnb.com/users/show/4065526,Michael,100.0,Alt-Lichtenberg,Lichtenberg,52.512969999999996,13.49006,Entire home/apt,3,Entire home/apt,1.0,2.0,44.0,2,94.0,342,t,1.0
8862,20544003,https://www.airbnb.com/rooms/20544003,Berlin cozy bed room recommended,"Yes, the room is spacious, the WIFI is very strong and the location is good. It's very close to the subway station. It's quieter around here. It's close to the Jewish memorial hall, and there's a stadium nearby. On the first floor is a place for everyone to move and restaurants, also very spacious, but also placed a billiard table",https://a0.muscache.com/pictures/13f961cb-f4da-418e-82cd-3ceccdfde9a1.jpg,35188880,https://www.airbnb.com/users/show/35188880,Ingrid,0.0,Osloer Straße,Mitte,52.557590000000005,13.37907,Private room,5,Private room,1.0,2.0,59.0,1,0.0,365,t,1.5
8869,20561833,https://www.airbnb.com/rooms/20561833,Luxury 150m2 Residence Old City Berlin,"Designer Appartement at the new luxury residence. Very central location in a quiet save street, next to Spree river, all museums, Berlin Cathedral, Gendarmenmarkt and all historic sights. Berlin city wall from 13th Century and Kloster church are just next to the building, this is the oldest and the most historical part of Berlin. It's across from ministry of internal affairs (24hours police surveillance), Kloster Straße U-Bahn is outside of the building, Alexanderplatz train station 700m away.<br /><br /><b>The space</b><br />145m2 spacious 3 bedroom ( king size beds) place with big Terrasse has a modern kitchen from Bulthaupt with BORA system, furniture from Musterring, leather sofa from KOINOR (all high end German furniture manufacturers). This Residence is one of the most expensive buildings in Berlin, has a beautiful garden with small playground for the kids, 3 parking spaces are available in the garage.<br /><br /><b>Guest access</b><br />The apartment has a big nice terrace. <br ",https://a0.muscache.com/pictures/1e507ffb-2dda-42ce-8bf8-f8adf39767bf.jpg,62055673,https://www.airbnb.com/users/show/62055673,Alice,100.0,Alexanderplatz,Mitte,52.51599,13.41336,Entire home/apt,7,Entire home/apt,3.0,3.0,274.0,2,98.0,209,f,2.0
8901,20601081,https://www.airbnb.com/rooms/20601081,Studio Berlin - Kladow  Reg. Nr. 05/Z/AZ/006689-18,"Private Unterkunft - Studio ca. 80 m², Doppelbett, Küche, eigenes Bad und WC im Einfamilienhaus.  1  kleines Zimmer ist noch vorhanden m. Schlafcouch für die 3. Person oder 2 Kinder.<br />Edeka, Lidl und Aldi sind in der Nähe<br />Bushaltestelle ca. 5 Min. zu Fuß<br />Zum Messegelände  ca. 25 Min. mit dem Bus,<br />Rathaus Spandau U- und S-Bahnhof ca. 15 Min. mit dem Bus. <br />Nach Potsdam m. Bus ca. 20 Min.<br />Der Glienicker See ist fußläufig zu erreichen,<br />Der Kladower Hafen befindet sich in unmittelbarer Nähe.<br /><br /><b>The space</b><br />Großes modernes Studio mit TV, W-LAN, Doppelbett,  Küche, eigenem Bad und WC,<br />Private Unterkunft - Studio ca. 80 m², Doppelbett, Küchenzeile, eigenes Bad und WC im Einfamilienhaus.  Es ist noch ein  kleines Zimmer vorhanden, dort steht  eine Schlafcouch für eine dritte Person zur Verfügung. Die Unterkunft befindet sich im 1. O. G. und ist für sich. Ich und mein Mann bewohnen das Erdgeschoss. Nur der Hauseingang ist gemeinsam.<br /><",https://a0.muscache.com/pictures/c2be11f2-8f53-41ee-8bdb-7b9f68a38b26.jpg,52309277,https://www.airbnb.com/users/show/52309277,Regina,100.0,Gatow / Kladow,Spandau,52.477759999999996,13.12399,Entire home/apt,3,Entire home/apt,1.0,3.0,59.0,2,99.0,244,t,1.0
